textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitve,human intervention,GS
p35,8,7,approve the vacancy,approve,vacancy,1,low,1,1,2
p35,12,11,release the advertisment,release,advertisment,1,low,1,1,2
p36,1,2,receive the book request,receive,request,1,low,0,1,2
p36,8,8,inform the borrower,inform,borrower,1,low,0,1,2
p37,1,2,request the doctor appointment,request,appointment,1,low,0,1,2
p37,2,3,receive the request,receive,request,1,medium,1,1,2
p37,4,5,receive the appointment,receive,appointment,1,low,0,1,2
p37,5,6,inform the symptoms,inform,symptoms,1,low,0,1,2
p38,0,1,receive an order,receive,order,1,medium,1,1,2
p38,5,6,inform the customer,inform,customer,1,medium,1,1,2
p39,3,5,receive the order,receive,order,1,medium,1,1,2
p39,4,6,configure the shopping cart,configure,shopping cart,1,low,0,1,2
p39,6,8,receive the payment,receive,payment,1,medium,1,1,2
p39,8,10,send the confirmation,send,confirmation,1,low,0,1,2
p39,10,12,receive the order products,receive,products,1,low,0,1,2
p39,11,13,receive the confirmation,receive,confirmation,1,low,1,1,2
p39,12,15,send the feedback email,send,email,1,low,0,1,2
p4,0,1,receive a request,receive,request,1,low,0,1,2
p4,5,6,notify the reasons,notify,reasons,1,low,1,1,2
p4,12,13,register the customer,register,customer,1,low,1,1,2
p40,1,2,receive the request,receive,request,1,medium,1,1,2
p40,2,3,register the personal data,register,data,1,low,0,1,2
p40,5,6,register the salary information,register,information,1,low,0,1,2
p40,6,7,register the documents,register,documents,1,low,0,1,2
p40,13,14,approve the loan,approve,loan,1,low,0,1,2
p41,0,1,register a sat exam,register,exam,1,low,0,1,2
p42,1,2,receive the request,receive,request,1,medium,1,1,2
p42,9,8,inform the customer,inform,customer,1,medium,1,1,2
p42,10,9,undo the booking,undo,booking,1,low,0,1,2
p42,12,11,update the credit card balance,update,balance,1,low,0,1,2
p42,13,12,notify the customer,notify,customer,1,low,1,1,2
p44,9,9,inform the seller,inform,seller,1,low,0,1,2
p44,13,13,receive the payment,receive,payment,1,medium,1,1,2
p46,0,1,receive an issue,receive,issue,1,low,0,1,2
p46,2,3,edit the level ticket,edit,ticket,1,low,0,1,2
p46,5,6,send the issue to the 2nd level,send,issue,1,low,0,1,2
p46,6,7,edit the 2nd level ticket,edit,ticket,1,low,0,1,2
p46,9,11,send the confirmation email to the account manager,send,email,1,low,0,1,2
p47,1,2,receive the article order,receive,order,1,low,0,1,2
p47,5,6,inform the customer,inform,customer,1,medium,1,1,2
p47,9,8,receive the payment,receive,payment,1,medium,1,1,2
p47,10,10,receive the order,receive,order,1,medium,1,1,2
p47,11,11,remove the article,remove,article,1,low,0,1,2
p48,1,2,receive request form,receive,form,1,low,0,1,2
p48,8,11,resubmit the request form,resubmit,form,1,low,0,1,2
p49,0,1,receive a purchase order,receive,order,1,low,0,1,2
p49,1,2,enter the order into the managment system,enter,order,1,low,0,1,2
p51,2,2,receive the request,receive,request,1,medium,1,1,2
p51,3,3,send the quote,send,quote,1,low,1,1,2
p51,4,4,receive the request,receive,request,1,medium,1,1,2
p51,5,5,send the quote,send,quote,1,low,1,1,2
p51,6,6,receive the request,receive,request,1,medium,1,1,2
p51,7,7,send the quote,send,quote,1,low,1,1,2
p52,0,1,receive an order,receive,order,1,medium,1,1,2
p53,3,4,confirm the reservation information,confirm,information,1,low,0,1,2
p53,13,16,confirm the room,confirm,room,1,low,0,1,2
p54,0,1,submit an iphone puchase order,submit,order,1,low,0,1,2
p54,1,2,receive the request order,receive,order,1,low,0,1,2
p54,6,9,register the retailer,register,retailer,1,low,0,1,2
p54,11,14,receive the order,receive,order,1,medium,1,1,2
p55,5,5,approve the vacancy,approve,vacancy,1,low,1,1,2
p55,8,8,release the advertisment,release,advertisment,1,low,1,1,2
p55,11,10,inform the reasons,inform,reasons,1,medium,1,1,2
p56,1,2,receive the order,receive,order,1,medium,1,1,2
p56,9,8,select the delivery service,select,service,1,low,1,1,2
p56,11,11,receive the order,receive,order,1,medium,1,1,2
p57,1,2,receive the order,receive,order,1,medium,1,1,2
p57,3,3,department forwards the order,department,order,1,low,0,1,2
p57,4,4,enter the order information,enter,information,1,low,0,1,2
p57,5,6,receive the order payment,receive,payment,1,low,0,1,2
p57,11,11,receive the order,receive,order,1,medium,1,1,2
p57,13,14,send the rejection notification,send,notification,1,low,0,1,2
p58,4,5,receive the payment,receive,payment,1,medium,1,1,2
p58,6,7,receive the payment,receive,payment,1,medium,1,1,2
p58,11,11,update the balance,update,balance,1,low,0,1,2
p58,13,13,inform the reasons,inform,reasons,1,medium,1,1,2
p59,1,2,create the attribute definations,create,definations,1,low,0,1,2
p59,2,3,create the product class,create,product class,1,low,0,1,2
p6,5,6,notify the reasons,notify,reasons,1,low,1,1,2
p60,5,8,register on authority,register,authority,1,low,0,1,2
p60,8,10,store the registration authority information,store,information,1,low,0,1,2
p61,0,1,receive an order,receive,order,1,medium,1,1,2
p61,5,3,send the shipping schedule,send,schedule,1,low,0,1,2
p61,6,4,initiate the price calculations,initiate,calculations,1,low,0,1,2
p62,0,1,submit a service request form,submit,form,1,low,0,1,2
p62,1,2,receive the support service request,receive,request,1,low,0,1,2
p62,5,6,submit the task order,submit,order,1,low,0,1,2
p62,6,7,receive the task order service,receive,order,1,low,0,1,2
p63,0,1,submit an application form,submit,form,1,low,0,1,2
p63,1,2,receive the candidate form,receive,form,1,low,0,1,2
p63,5,6,notify the reasons,notify,reasons,1,low,1,1,2
p63,7,8,inform the election commission,inform,commission,1,low,0,1,2
p63,12,13,send the result to the candidate,send,result,1,low,0,1,2
p64,0,1,receive a fund request,receive,request,1,low,0,1,2
p64,2,3,select the vendor,select,vendor,1,low,0,1,2
p64,7,7,update the record,update,record,1,low,0,1,2
p65,1,2,receive the quote,receive,quote,1,low,1,1,2
p65,7,8,archive the quote,archive,quote,1,low,0,1,2
p66,0,1,submit a vacations request,submit,request,1,low,0,1,2
p66,1,2,receive the request,receive,request,1,medium,1,1,2
p66,2,3,register the request,register,request,1,low,1,1,2
p66,3,4,send the request to the immediate employee supervisor,send,request,1,low,0,1,2
p66,4,5,receive the vacation request,receive,request,1,low,0,1,2
p66,10,13,receive the rejection notice,receive,rejection,1,low,0,1,2
p66,11,14,approve the request,approve,request,1,low,1,1,2
p66,13,16,notify to the employee,notify,employee,1,low,0,1,2
p66,14,17,receive the approval notice,receive,approval,1,low,0,1,2
p67,0,1,submit an application,submit,application,1,low,0,1,2
p67,1,2,receive the request,receive,request,1,medium,1,1,2
p67,7,7,receive the loan acceptance notification,receive,notification,1,low,0,1,2
p67,10,10,receive the rejection notification,receive,notification,1,medium,1,1,2
p69,1,2,submit form,submit,form,1,low,0,1,2
p69,2,3,receive the scholorship requests,receive,requests,1,low,0,1,2
p7,1,2,receive the order,receive,order,1,medium,1,1,2
p7,19,18,send the email to the customer,send,email,1,low,1,1,2
p7,21,20,receive the order,receive,order,1,medium,1,1,2
p70,0,1,claim a case,claim,case,1,low,0,1,2
p70,1,2,receive the claim request,receive,request,1,low,0,1,2
p71,3,4,select the candidate,select,candidate,1,low,1,1,2
p71,5,6,submit the updates,submit,updates,1,low,1,1,2
p71,7,8,submit the complete project,submit,project,1,low,0,1,2
p71,9,10,receive the payment,receive,payment,1,medium,1,1,2
p72,1,2,send form to the manager,send,form,1,low,0,1,2
p72,6,7,send the request to the vice principal,send,request,1,low,0,1,2
p72,7,9,receive the approval,receive,approval,1,low,0,1,2
p73,0,1,place an order,place,order,1,medium,1,1,2
p73,1,2,take the order,take,order,1,low,0,1,2
p74,1,2,receive the request,receive,request,1,medium,1,1,2
p74,7,10,confirm reservation,confirm,reservation,1,low,0,1,2
p74,9,12,receive the ticket,receive,ticket,1,low,0,1,2
p74,14,16,inform the reasons,inform,reasons,1,medium,1,1,2
p74,16,20,inform the customer,inform,customer,1,medium,1,1,2
p75,0,1,send a mm,send,mm,1,low,0,1,2
p75,1,2,receive the mm,receive,mm,1,low,0,1,2
p75,6,8,receive the error message,receive,message,1,low,0,1,2
p75,8,11,send the data,send,data,1,low,1,1,2
p75,9,12,store the mm,store,mm,1,low,0,1,2
p75,11,13,send the mm,send,mm,1,low,1,1,2
p75,12,14,send the mm,send,mm,1,low,1,1,2
p75,13,16,create the changing data records,create,records,1,low,0,1,2
p75,14,17,receive the confirmation message,receive,message,1,low,0,1,2
p76,0,1,create an overtime registration,create,registration,1,low,0,1,2
p76,1,2,send the overtime registration to the manager,send,registration,1,low,0,1,2
p76,2,3,receive the request,receive,request,1,medium,1,1,2
p76,5,5,approve the request,approve,request,1,low,1,1,2
p76,6,6,inform the confirmation,inform,confirmation,1,low,1,1,2
p76,8,8,return the overtime registration to the employee,return,registration,1,low,0,1,2
p76,9,9,receive the rejection notification,receive,notification,1,medium,1,1,2
p77,0,1,order an inquiry,order,inquiry,1,low,0,1,2
p77,1,2,send the quotation,send,quotation,1,low,0,1,2
p77,2,3,receive the quotation,receive,quotation,1,low,0,1,2
p77,6,6,send the production order form,send,form,1,low,0,1,2
p77,7,7,send the purchase order form,send,form,1,low,0,1,2
p78,0,1,submit a registration application,submit,application,1,low,0,1,2
p78,1,2,receive the application,receive,application,1,medium,1,1,2
p78,5,7,inform the student to resubmit,inform,student,1,low,0,1,2
p78,5,8,resubmit additional information,resubmit,information,1,low,0,1,2
p79,7,8,enter the order,enter,order,1,low,1,1,2
p79,9,11,receive the order,receive,order,1,medium,1,1,2
p8,5,5,specify the quantity need,specify,need,1,low,0,1,2
p8,6,6,save the purchase requisition,save,requisition,1,low,0,1,2
p8,11,10,create the creditor,create,creditor,1,low,0,1,2
p8,12,12,create the order template to form purchase requisition,create,template,1,low,0,1,2
p8,13,13,release the order,release,order,1,low,0,1,2
p8,14,15,supply the order,supply,order,1,low,1,1,2
p80,0,1,get the nominations,get,nominations,1,low,0,1,2
p80,1,2,head to confirm the nominations,head,nominations,1,low,0,1,2
p80,2,3,create the training calender,create,calender,1,low,0,1,2
p80,3,4,get the program details,get,details,1,low,0,1,2
p81,1,2,receive the order,receive,order,1,medium,1,1,2
p81,5,6,inform the reasons,inform,reasons,1,medium,1,1,2
p81,9,10,retrieve the product,retrieve,product,1,low,0,1,2
p81,16,18,receive the order,receive,order,1,medium,1,1,2
p83,0,1,receive an order,receive,order,1,medium,1,1,2
p83,1,2,register the order,register,order,1,low,1,1,2
p85,1,2,receive the new item order,receive,order,1,low,0,1,2
p86,0,1,request a service,request,service,1,low,0,1,2
p86,1,2,receive the service request,receive,request,1,low,0,1,2
p86,2,3,select the service package,select,package,1,low,1,1,2
p86,7,7,create the new customer account,create,account,1,low,0,1,2
p86,13,13,receive the rejection notification,receive,notification,1,medium,1,1,2
p87,1,2,receive the customer request,receive,request,1,low,0,1,2
p87,2,3,get the account data,get,data,1,low,0,1,2
p88,0,1,receive a customer inquiry,receive,inquiry,1,low,0,1,2
p88,2,3,configure the vehicle exporting inquiry and datas,configure,inquiry,1,low,0,1,2
p88,14,15,receive the shipment charges,receive,charges,1,low,0,1,2
p89,0,1,receive a product demand request,receive,request,1,low,0,1,2
p89,7,7,inform the reasons,inform,reasons,1,medium,1,1,2
p9,1,2,select a pizza,select,pizza,1,low,0,1,2
p9,2,3,order a pizza,order,pizza,1,low,0,1,2
p9,3,4,receive the pizza order,receive,order,1,low,0,1,2
p9,4,5,confirm the availability,confirm,availability,1,low,0,1,2
p90,1,2,receive the order,receive,order,1,medium,1,1,2
p90,5,6,inform the rejection reasons,inform,reasons,1,low,0,1,2
p90,6,7,receive the rejection,receive,rejection,1,medium,1,1,2
p90,17,17,confirm the order products,confirm,products,1,low,0,1,2
p90,21,21,make the payment,make,payment,1,medium,1,1,2
p90,21,22,receive the order,receive,order,1,medium,1,1,2
p91,3,3,send the copy to accounts department,send,copy,1,low,0,1,2
p91,7,8,update the stock repository,update,stock,1,low,0,1,2
p91,10,12,generate the warning letter,generate,letter,1,low,0,1,2
p92,1,2,get the transection detail,get,detail,1,low,0,1,2
p92,2,3,pass the transaction detail to the 2 bank,pass,detail,1,low,0,1,2
p92,3,4,receive the transactions detail,receive,detail,1,low,0,1,2
p92,8,9,pass the detail to the 3 bank,pass,detail,1,low,0,1,2
p93,12,16,perform the business tool integration,perform,integration,1,low,0,1,2
p93,19,24,approve the specifications,approve,specifications,1,low,1,1,2
p93,19,25,approve the specifications,approve,specifications,1,low,1,1,2
p94,3,4,receive the required user information,receive,information,1,low,0,1,2
p94,7,9,enter correct information,enter,information,1,low,0,1,2
p94,10,11,store the personal user information,store,information,1,low,0,1,2
p94,12,14,send the registration email to the user,send,email,1,low,0,1,2
p94,13,15,receive the notification,receive,notification,1,medium,1,1,2
p95,4,5,get the order,get,order,1,low,1,1,2
p96,1,2,receive the order,receive,order,1,medium,1,1,2
p96,5,6,inform the reasons,inform,reasons,1,medium,1,1,2
p96,6,7,receive the rejection notification,receive,notification,1,medium,1,1,2
p97,1,2,retrieve the previous production information,retrieve,information,1,low,0,1,2
p97,3,4,communicate the assessment,communicate,assessment,1,low,0,1,2
p97,13,16,resubmit for testing,resubmit,testing,1,low,0,1,2
p98,13,12,receive the documents,receive,documents,1,medium,1,1,2
p98,20,19,send the results to the customer,send,results,1,low,0,1,2
p99,0,1,receive an order,receive,order,1,medium,1,1,2
p99,1,2,register the order,register,order,1,low,1,1,2
p99,7,7,receive the payments,receive,payments,1,low,0,1,2
p11,7,8,authorize the payment,authorize,payment,1,low,0,1,2
p15,13,14,supply the order,supply,order,1,low,1,1,2
p3,9,11,receiveds the order,receiveds,order,1,low,0,1,2
p39,5,7,charge the customer,charge,customer,1,low,0,1,2
p41,4,5,get the score,get,score,1,low,1,1,2
p41,6,7,get the 800 and 1000s score,get,score,1,low,0,1,2
p41,7,8,get the expensive class,get,expensive,1,low,0,1,2
p41,8,9,get the score,get,score,1,low,1,1,2
p50,1,2,filter the appropriate requests,filter,requests,1,low,0,1,2
p74,0,1,request a ticket,request,ticket,1,low,0,1,2
p96,0,1,place an order request,place,requests,1,low,0,1,2
p98,0,1,place a legal assistance request,place,request,1,low,0,1,2
p50,0,1,initiate the requests,initiate,requests,1,low,0,1,2
p113,12,12,pay the claim,pay,claim,1,low,1,1,2
p52,11,15,pick area,pick,area,1,low,0,1,2
p118,18,19,the opc updates ,updates,opc,1,low,0,1,2
p112,12,9,pay the amount,pay,amount,1,low,0,1,2
p71,8,9,award the payment,award,payment,1,low,0,1,2
p124,20,19,the fulfillment unit updates ,unit,updates,1,low,1,1,2
p36,2,3,get the book status,get,status,1,low,0,1,2
p36,6,6,send the offer borrower to the hold request,send,borrower,1,low,0,1,2
p66,9,11,annotated the decision,annotate,decision,1,low,0,1,2
p66,9,12,annotated original request sents,annotate,request,1,low,0,1,2
p7,20,19,the fulfillment unit updates ,unit,updates,1,low,1,1,2
p141,12,13,starts the procedure,starts,procedure,1,low,0,0,3
p4,15,16,finish the process,finish,process,1,high,1,0,3
p114,15,17,complete the checkup process,complete,process,1,low,0,0,3
p100,8,8,create the replacement order,create,order,1,low,0,0,3
p74,8,11,create the open ticket,create,ticket,1,low,0,0,3
p1,16,19,finish the process,finish,process,1,high,1,0,3
p10,11,13,finish the process,finish,process,1,high,1,0,3
p100,15,16,finish the process,finish,process,1,high,1,0,3
p101,16,18,finish the process,finish,process,1,high,1,0,3
p102,24,22,finish the process,finish,process,1,high,1,0,3
p103,22,25,finish the process,finish,process,1,high,1,0,3
p104,30,26,finish the process,finish,process,1,high,1,0,3
p105,15,16,send the error message,send,message,1,low,1,0,3
p105,19,22,complete the order process,complete,process,1,low,0,0,3
p105,20,23,finish the process,finish,process,1,high,1,0,3
p106,12,15,finish the process,finish,process,1,high,1,0,3
p107,23,23,finish the process,finish,process,1,high,1,0,3
p108,33,31,finish the process,finish,process,1,high,1,0,3
p109,46,46,finish the process,finish,process,1,high,1,0,3
p11,14,16,finish the process,finish,process,1,high,1,0,3
p110,11,11,finish the process,finish,process,1,high,1,0,3
p111,16,15,finish the process,finish,process,1,high,1,0,3
p112,13,11,complete the process,complete,process,1,low,1,0,3
p112,14,12,finish the process,finish,process,1,high,1,0,3
p113,14,14,finish the process,finish,process,1,high,1,0,3
p114,16,18,finish the process,finish,process,1,high,1,0,3
p115,16,16,finish the process,finish,process,1,high,1,0,3
p116,21,25,close the claim process,close,process,1,low,0,0,3
p116,22,26,finish the process,finish,process,1,high,1,0,3
p117,20,22,finish the process,finish,process,1,high,1,0,3
p118,19,20,finish the process,finish,process,1,high,1,0,3
p119,11,13,finish the process,finish,process,1,high,1,0,3
p12,11,12,finish the process,finish,process,1,high,1,0,3
p120,13,15,finish the process,finish,process,1,high,1,0,3
p121,9,11,complete the registration process,complete,process,1,low,1,0,3
p121,10,12,finish the process,finish,process,1,high,1,0,3
p122,16,21,complete the complaint process,complete,process,1,low,0,0,3
p122,18,23,finish the process,finish,process,1,high,1,0,3
p123,14,13,finish the process,finish,process,1,high,1,0,3
p124,22,21,finish the process,finish,process,1,high,1,0,3
p125,17,17,finish the process,finish,process,1,high,1,0,3
p126,14,14,finish the process,finish,process,1,high,1,0,3
p127,21,22,finish the process,finish,process,1,high,1,0,3
p128,12,13,finish the process,finish,process,1,high,1,0,3
p129,19,20,finish the process,finish,process,1,high,1,0,3
p13,10,10,finish the process,finish,process,1,high,1,0,3
p130,13,17,finish the process,finish,process,1,high,1,0,3
p131,18,19,finish the process,finish,process,1,high,1,0,3
p132,13,15,finish the process,finish,process,1,high,1,0,3
p133,13,16,complete the registration process,complete,process,1,low,1,0,3
p133,16,19,finish the process,finish,process,1,high,1,0,3
p134,17,17,finish the process,finish,process,1,high,1,0,3
p135,24,26,finish the process,finish,process,1,high,1,0,3
p136,31,37,finish the process,finish,process,1,high,1,0,3
p137,28,31,finish the process,finish,process,1,high,1,0,3
p138,23,23,finish the process,finish,process,1,high,1,0,3
p139,23,24,finish the process,finish,process,1,high,1,0,3
p14,12,9,finish the process,finish,process,1,high,1,0,3
p140,19,20,finish the process,finish,process,1,high,1,0,3
p141,23,24,finish the process,finish,process,1,high,1,0,3
p142,32,33,finish the process,finish,process,1,high,1,0,3
p143,27,35,finish the process,finish,process,1,high,1,0,3
p144,17,17,finish the process,finish,process,1,high,1,0,3
p145,0,0,start process with a decision,start,process,1,low,0,0,3
p146,36,39,finish the process,finish,process,1,high,1,0,3
p147,46,47,finish the process,finish,process,1,high,1,0,3
p148,24,23,finish the process,finish,process,1,high,1,0,3
p149,14,13,finish the process,finish,process,1,high,1,0,3
p15,14,15,finish the process,finish,process,1,high,1,0,3
p150,36,45,finish the process,finish,process,1,high,1,0,3
p16,14,16,finish the process,finish,process,1,high,1,0,3
p17,6,7,finish the process,finish,process,1,high,1,0,3
p18,10,10,finish the process,finish,process,1,high,1,0,3
p19,13,12,finish the process,finish,process,1,high,1,0,3
p2,18,20,finish the process,finish,process,1,high,1,0,3
p20,10,10,finish the process,finish,process,1,high,1,0,3
p21,15,14,finish the process,finish,process,1,high,1,0,3
p22,21,25,finish the process,finish,process,1,high,1,0,3
p23,11,11,finish the process,finish,process,1,high,1,0,3
p24,8,10,finish the process,finish,process,1,high,1,0,3
p25,12,15,finish the process,finish,process,1,high,1,0,3
p26,8,11,finish the process,finish,process,1,high,1,0,3
p27,8,9,finish the process,finish,process,1,high,1,0,3
p28,12,14,finish the process,finish,process,1,high,1,0,3
p29,10,11,finish the process,finish,process,1,high,1,0,3
p3,12,15,finish the process,finish,process,1,high,1,0,3
p30,17,16,finish the process,finish,process,1,high,1,0,3
p31,10,13,finish the process,finish,process,1,high,1,0,3
p32,8,9,finish the process,finish,process,1,high,1,0,3
p33,13,13,finish the process,finish,process,1,high,1,0,3
p34,16,16,finish the process,finish,process,1,high,1,0,3
p35,16,15,finish the process,finish,process,1,high,1,0,3
p36,12,12,finish the process,finish,process,1,high,1,0,3
p37,10,12,finish the process,finish,process,1,high,1,0,3
p38,16,17,finish the process,finish,process,1,high,1,0,3
p39,13,16,finish the process,finish,process,1,high,1,0,3
p40,15,16,finish the process,finish,process,1,high,1,0,3
p41,10,11,finish the process,finish,process,1,high,1,0,3
p42,14,13,finish the process,finish,process,1,high,1,0,3
p43,9,10,finish the process,finish,process,1,high,1,0,3
p44,14,14,finish the process,finish,process,1,high,1,0,3
p45,9,10,finish the process,finish,process,1,high,1,0,3
p46,11,13,finish the process,finish,process,1,high,1,0,3
p47,12,12,finish the process,finish,process,1,high,1,0,3
p48,5,7,create the generic user id,create,user id,1,low,0,0,3
p48,9,12,finish the process,finish,process,1,high,1,0,3
p49,8,10,finish the process,finish,process,1,high,1,0,3
p50,12,13,finish the process,finish,process,1,high,1,0,3
p51,10,11,finish the process,finish,process,1,high,1,0,3
p52,12,16,finish the process,finish,process,1,high,1,0,3
p53,15,18,finish the process,finish,process,1,high,1,0,3
p54,14,17,finish the process,finish,process,1,high,1,0,3
p55,14,12,finish the process,finish,process,1,high,1,0,3
p56,12,12,finish the process,finish,process,1,high,1,0,3
p57,15,17,finish the process,finish,process,1,high,1,0,3
p58,14,15,close the process,close,process,1,low,0,0,3
p58,15,16,finish the process,finish,process,1,high,1,0,3
p59,8,10,finish the process,finish,process,1,high,1,0,3
p6,9,10,finish the process,finish,process,1,high,1,0,3
p60,10,12,finish the process,finish,process,1,high,1,0,3
p61,10,8,finish the process,finish,process,1,high,1,0,3
p62,12,14,finish the process,finish,process,1,high,1,0,3
p63,14,15,finish the process,finish,process,1,high,1,0,3
p64,8,8,finish the process,finish,process,1,high,1,0,3
p65,9,10,finish the process,finish,process,1,high,1,0,3
p66,15,18,finish the process,finish,process,1,high,1,0,3
p67,11,11,finish the process,finish,process,1,high,1,0,3
p68,11,11,finish the process,finish,process,1,high,1,0,3
p69,12,14,finish the process,finish,process,1,high,1,0,3
p7,22,21,finish the process,finish,process,1,high,1,0,3
p70,8,9,finish the process,finish,process,1,high,1,0,3
p71,10,11,finish the process,finish,process,1,high,1,0,3
p72,8,10,finish the process,finish,process,1,high,1,0,3
p73,12,14,finish the process,finish,process,1,high,1,0,3
p74,17,21,finish the process,finish,process,1,high,1,0,3
p75,5,7,send the error message,send,message,1,low,1,0,3
p75,15,18,finish the process,finish,process,1,high,1,0,3
p76,10,10,finish the process,finish,process,1,high,1,0,3
p77,3,4,generate the purchase order form,generate,form,1,low,0,0,3
p77,11,11,generate the sales invoice form,generate,form,1,low,0,0,3
p77,12,12,generate the goods delivery note,generate,note,1,low,0,0,3
p77,15,15,finish the process,finish,process,1,high,1,0,3
p78,15,23,finish the process,finish,process,1,high,1,0,3
p79,10,12,finish the process,finish,process,1,high,1,0,3
p8,13,14,trigger the order,trigger,order,1,low,0,0,3
p8,15,16,finish the process,finish,process,1,high,1,0,3
p80,10,11,finish the process,finish,process,1,high,1,0,3
p81,17,19,finish the process,finish,process,1,high,1,0,3
p82,21,21,finish the process,finish,process,1,high,1,0,3
p83,19,22,finish the process,finish,process,1,high,1,0,3
p84,10,11,finish the process,finish,process,1,high,1,0,3
p85,12,13,finish the process,finish,process,1,high,1,0,3
p86,18,18,finish the process,finish,process,1,high,1,0,3
p87,8,8,complete the process,complete,process,1,low,1,0,3
p87,13,13,finish the process,finish,process,1,high,1,0,3
p88,15,16,finish the process,finish,process,1,high,1,0,3
p89,11,11,finish the process,finish,process,1,high,1,0,3
p9,13,13,finish the process,finish,process,1,high,1,0,3
p90,22,23,finish the process,finish,process,1,high,1,0,3
p91,12,14,finish the process,finish,process,1,high,1,0,3
p92,13,15,complete the process,complete,process,1,low,1,0,3
p92,14,16,finish the process,finish,process,1,high,1,0,3
p93,21,27,finish the process,finish,process,1,high,1,0,3
p94,11,12,update the database,update,database,1,low,0,0,3
p94,14,16,finish the process,finish,process,1,high,1,0,3
p95,20,23,finish the process,finish,process,1,high,1,0,3
p96,21,19,finish the process,finish,process,1,high,1,0,3
p97,17,23,finish the process,finish,process,1,high,1,0,3
p98,21,20,finish the process,finish,process,1,high,1,0,3
p99,17,18,finish the process,finish,process,1,high,1,0,3
p74,7,9,automate the request to confirm,automate,request,1,low,0,0,3
p91,6,7,find the quality,,quality,,,,,?
p85,11,12,complete the item,,item,,,,,?
p68,9,10,perform send,,,,,,,?
p93,10,13,design others,,,,,,,?
p144,0,1,apply an online,,online,,,,,?
p148,0,1,apply an online,,online,,,,,?
p149,0,1,apply an online,,online,,,,,?
p80,8,9,record ,,,,,,,?
p90,8,9,check to available for the production,,available,,,,,?
p122,7,7,assign the medium to the complaint,,medium,,,,,?
p130,1,4,prepare cores,,,,,,,?
p132,12,14,return the back to home,,back,,,,,?
p135,4,5,check the nationality to has which,,nationality,,,,,?
p150,13,14,print the out,,out,,,,,?
p33,8,8,bring from warehouse,,warehouse,,,,,?
p10,4,5,check subsequently,,,,,,,?
p53,8,11,get the guest,,guest,,,,,?
p110,2,3,order the entry,,entry,,,,,?
p43,0,1,fill to form ,,form,,,,,?
p104,19,15,make the changes,,changes,,,,,?
p109,2,3,work the order,,order,,,,,?
p109,28,28,check the in-house,,in-house,,,,,?
p48,0,1,place an account request form,,account,,,,,?
p1,0,0,begin ,,,,,,,?
p1,0,1,arrive at the ticket office,,the,,,,,?
p1,1,2,register ,,,,,,,?
p1,1,3,complain ,,,,,,,?
p1,3,5,subsequently ,,,,,,,?
p1,5,8,solve ,,,,,,,?
p1,6,9,send the customer to the support system,,customer,,,,,?
p1,12,15,ticket ,,,,,,,?
p1,12,16,change ,,,,,,,?
p10,0,0,begin ,,,,,,,?
p10,3,4,subsequently ,,,,,,,?
p10,7,8,co the flight,,flight,,,,,?
p10,10,11,conduct ,,,,,,,?
p10,10,12,receive ,,,,,,,?
p100,0,0,begin ,,,,,,,?
p100,4,4,dept. the goods receipt,,goods,,,,,?
p100,6,6,find to not appropriate ,,not,,,,,?
p100,8,7,complain ,,,,,,,?
p100,9,9,complain ,,,,,,,?
p101,0,0,begin ,,,,,,,?
p101,14,15,was and be ,,be,,,,,?
p102,0,0,begin ,,,,,,,?
p102,6,7,find to available ,,available,,,,,?
p102,21,17,is the cafe,,cafe,,,,,?
p102,23,20,is the cafe,,cafe,,,,,?
p103,0,0,begin ,,,,,,,?
p103,9,9,can be not fulfil the order,,not,,,,,?
p103,13,13,find ,,,,,,,?
p103,16,16,conduct the destination code to ,,destination,,,,,?
p103,17,17,conduct ,,,,,,,?
p103,17,18,does not the destination code does not exist ,,the,,,,,?
p103,19,20,is the shipment,,shipment,,,,,?
p103,20,22,dept. the products,,products,,,,,?
p103,21,23,once ,,,,,,,?
p104,0,0,begin when the req,,the,,,,,?
p104,2,2,requirments to the spec,,the,,,,,?
p104,4,3,spec ,,,,,,,?
p104,8,6,spec ,,,,,,,?
p104,10,8,spec ,,,,,,,?
p104,12,10,spec ,,,,,,,?
p104,21,17,once is the design analyst,,the,,,,,?
p104,22,18,implem ,,,,,,,?
p104,24,20,implem ,,,,,,,?
p104,26,22,implem ,,,,,,,?
p104,28,24,implem ,,,,,,,?
p105,0,0,begin ,,,,,,,?
p105,6,7,subsequently ,,,,,,,?
p105,11,12,the salesman checks ,,checks,,,,,?
p105,13,13,subsequently ,,,,,,,?
p105,14,14,credit the card,,card,,,,,?
p105,14,15,credit email address invalidate,,address,,,,,?
p105,16,17,credit the card,,card,,,,,?
p105,16,18,email the validated,,validated,,,,,?
p105,19,21,is the customer,,customer,,,,,?
p106,0,0,begin ,,,,,,,?
p106,3,4,subsequently ,,,,,,,?
p106,5,6,find default,,,,,,,?
p106,5,7,the payment is default,,is,,,,,?
p106,6,8,show the message,,message,,,,,?
p106,7,9,is the customer,,customer,,,,,?
p106,11,13,is the customer,,customer,,,,,?
p107,0,0,begin ,,,,,,,?
p107,3,4,check exist,,,,,,,?
p107,3,5,check not,,,,,,,?
p107,5,6,find to not available ,,not,,,,,?
p107,6,7,admin for further process,,further,,,,,?
p107,10,11,find to available ,,available,,,,,?
