,textid,sentenceID,activityID,activity,verb,object,IT system,process volume,repetitive,human intervention,GS
1210,p142,3,3,add the certificate,add,certificate,0.0,medium,1,1,0
1211,p145,6,3,add the certificate,add,certificate,0.0,medium,1,1,0
1212,p145,9,7,add the certificate,add,certificate,0.0,medium,1,1,0
1213,p147,6,6,add the certificate,add,certificate,0.0,medium,1,1,0
1214,p147,10,13,add the certificate,add,certificate,0.0,medium,1,1,0
1215,p147,12,15,add the certificate,add,certificate,0.0,medium,1,1,0
1216,p147,13,16,add the certificate,add,certificate,0.0,medium,1,1,0
1217,p36,3,4,review the request,review,request,0.0,medium,1,1,0
1218,p4,2,3,review the request,review,request,0.0,medium,1,1,0
1219,p64,1,2,review the request,review,request,0.0,medium,1,1,0
1220,p66,5,6,review the request,review,request,0.0,medium,1,1,0
1221,p75,2,3,review the request,review,request,0.0,medium,1,1,0
1222,p87,4,5,review the request,review,request,0.0,medium,1,1,0
1223,p100,0,1,receive the goods,receive,goods,0.0,medium,1,1,0
1224,p123,0,1,receive the goods,receive,goods,0.0,medium,1,1,0
1225,p123,2,3,receive the goods,receive,goods,0.0,medium,1,1,0
1226,p134,0,1,receive the goods,receive,goods,0.0,medium,1,1,0
1227,p134,2,3,receive the goods,receive,goods,0.0,medium,1,1,0
1228,p16,7,8,receive the goods,receive,goods,0.0,medium,1,1,0
1229,p77,9,10,receive the goods,receive,goods,0.0,medium,1,1,0
1230,p77,14,14,receive the goods,receive,goods,0.0,medium,1,1,0
1231,bicyclemanufacturing,2,3,reject the order,reject,order,0.0,medium,1,1,0
1232,runningexample,2,3,reject the order,reject,order,0.0,medium,1,1,0
1233,p103,11,11,reject the order,reject,order,0.0,medium,1,1,0
1234,p118,5,6,reject the order,reject,order,0.0,medium,1,1,0
1235,p20,3,3,reject the order,reject,order,0.0,medium,1,1,0
1236,p54,13,16,reject the order,reject,order,0.0,medium,1,1,0
1237,p81,4,5,reject the order,reject,order,0.0,medium,1,1,0
1238,p90,4,5,reject the order,reject,order,0.0,medium,1,1,0
1239,p96,4,5,reject the order,reject,order,0.0,medium,1,1,0
1240,model9-5,2,3,approve amounts,approve,amounts,1.0,low,0,1,2
1241,repairexample,13,20,archive the case,archive,case,1.0,low,0,1,2
1242,repairexample,15,24,archive the case anyway,archive,case,1.0,low,0,1,2
1243,model9-2,3,6,attach prerequisite documents,attach,documents,1.0,low,0,1,2
1244,model9-1,0,1,back up morning,back,morning,1.0,low,0,1,2
1245,model3-6,0,1,check a claim,check,claim,1.0,low,0,1,2
1246,model2-2,4,8,check data,check,data,1.0,low,0,1,2
1247,model9-1,0,0,check morning to see whether the account defaulters table has new records,check,morning,1.0,low,0,1,2
1248,model6-1,3,6,check notes,check,notes,1.0,low,0,1,2
1249,model9-1,1,2,check the crm system to see whether new returns have been filed,check,system,1.0,low,0,1,2
1250,model9-3,1,2,check the dates,check,dates,1.0,low,0,1,2
1251,model6-1,3,5,check the invoice items,check,items,1.0,low,0,1,2
1252,model5-3,6,9,choose a different vendor,choose,vendor,1.0,low,0,1,2
1253,model6-1,17,37,close the instance in acme financial accounting,close,instance,1.0,low,0,1,2
1254,model2-2,18,27,communicate the termination,communicate,termination,1.0,low,0,1,2
1255,model2-2,4,7,compare data,compare,data,1.0,low,0,1,2
1256,model2-2,6,10,comparison to prevent individual customer data being stored multiple times,,comparison,1.0,low,0,1,2
1257,model9-1,5,11,complete account report,complete,report,1.0,low,0,1,2
1258,model2-2,25,42,compute the final billing based on the meter data,compute,billing,1.0,low,0,1,2
1259,model5-3,7,11,confirm a vendor,confirm,vendor,1.0,low,0,1,2
1260,model2-2,5,9,correct data,correct,data,1.0,low,0,1,2
1261,model9-5,0,1,create a new account,create,account,1.0,low,0,1,2
1262,model2-2,7,11,create a new customer object,create,object,1.0,low,0,1,2
1263,claimscreation,2,3,create available plan system,create,system,1.0,low,0,1,2
1264,model9-4,0,1,create to meet folders,create,,1.0,low,0,1,2
1265,hotelservice,9,19,debit account,,account,1.0,low,0,1,2
1266,model5-1,3,5,deny the loan,deny,loan,1.0,low,0,1,2
1267,model9-4,0,2,ensure ,ensure,,1.0,low,0,1,2
1268,model2-1,2,2,enter a problem Then,enter,problem,1.0,low,0,1,2
1269,model2-2,4,6,enter data,enter,data,1.0,low,0,1,2
1270,model6-3,1,4,enter into planning production system,enter,,1.0,low,0,1,2
1271,runningexample,3,5,enter the order details into the erp system,enter,details,1.0,low,0,1,2
1272,model6-1,1,2,forward invoices to an accounting employee,forward,invoices,1.0,low,0,1,2
1273,model6-1,2,3,identify the charging suppliers in acme financial accounting,identify,suppliers,1.0,low,0,1,2
1274,model2-2,28,47,import the meter data to systems,import,data,1.0,low,0,1,2
1275,claimscreation,4,6,inform claimant,inform,claimant,1.0,low,0,1,2
1276,model2-2,17,25,inform involved suppliers,inform,suppliers,1.0,low,0,1,2
1277,model3-6,1,2,inform the claimant,inform,claimant,1.0,low,0,1,2
1278,model3-6,6,9,inform the claimant to update the forms,inform,claimant,1.0,low,0,1,2
1279,runningexample,4,7,inform the engineering department,inform,department,1.0,low,0,1,2
1280,bicyclemanufacturing,4,7,inform the engineering department in the latter case,inform,department,1.0,low,0,1,2
1281,model4-1,27,42,inform the second intaker,inform,intaker,1.0,low,0,1,2
1282,runningexample,4,6,inform the storehouse,inform,storehouse,1.0,low,0,1,2
1283,bicyclemanufacturing,4,6,inform the storehouse in the latter case,inform,storehouse,1.0,low,0,1,2
1284,model5-1,1,2,invoke risk assessment to assess the request,invoke,assessment,1.0,low,0,1,2
1285,model6-1,15,32,move back in the appropriate signature file,move,,1.0,low,0,1,2
1286,model9-2,3,7,move the case to administration,move,case,1.0,low,0,1,2
1287,model6-1,7,16,pass on to the next cost center manager based on the docket,pass,,1.0,low,0,1,2
1288,model8-2,5,9,post the job,post,job,1.0,low,0,1,2
1289,model4-1,7,8,print the information,print,information,1.0,low,0,1,2
1290,model3-5,8,14,print the physical court file,print,file,1.0,low,0,1,2
1291,model9-1,3,5,produce table,produce,table,1.0,low,0,1,2
1292,model5-3,7,15,receive ,receive,,1.0,low,0,1,2
1293,model3-6,0,0,receive a claim,receive,claim,1.0,low,0,1,2
1294,model5-1,0,1,receive a customer request,receive,request,1.0,low,0,1,2
1295,model6-3,7,16,receive a notice,receive,notice,1.0,low,0,1,2
1296,model9-5,3,5,receive a rejection notice,receive,notice,1.0,low,0,1,2
1297,model9-5,5,7,receive an approval,receive,approval,1.0,low,0,1,2
1298,model9-5,6,9,receive an email cancellation notice,receive,notice,1.0,low,0,1,2
1299,model4-1,27,41,receive copy,receive,copy,1.0,low,0,1,2
1300,model2-2,3,4,receive customer data,receive,data,1.0,low,0,1,2
1301,model5-1,5,8,receive feedback,receive,feedback,1.0,low,0,1,2
1302,model6-1,0,0,receive invoices,receive,invoices,1.0,low,0,1,2
1303,model6-1,1,1,receive invoices in the central inbox,receive,invoices,1.0,low,0,1,2
1304,model2-1,32,56,receive the actual service performance,receive,performance,1.0,low,0,1,2
1305,model3-4,3,4,receive the completed questionnaire,receive,questionnaire,1.0,low,0,1,2
1306,model6-1,5,12,receive the copy,receive,copy,1.0,low,0,1,2
1307,model9-5,0,0,receive the expense report,receive,report,1.0,low,0,1,2
1308,model2-2,28,46,receive the meter data,receive,data,1.0,low,0,1,2
1309,model2-1,32,57,receive the problem resolution report,receive,report,1.0,low,0,1,2
1310,model5-3,1,3,receive the request to request the office supplies,receive,request,1.0,low,0,1,2
1311,model5-2,1,3,receive the request to request the vacation,receive,request,1.0,low,0,1,2
1312,model2-1,27,50,receive the restoration request,receive,request,1.0,low,0,1,2
1313,model9-3,2,4,rechecks dates,rechecks,dates,1.0,low,0,1,2
1314,model4-1,20,32,record assignments,record,assignments,1.0,low,0,1,2
1315,model4-1,5,5,record information,record,information,1.0,low,0,1,2
1316,model3-3,0,0,register a claim,register,claim,1.0,low,0,1,2
1317,repairexample,2,3,register a telephone device sent by a customer,register,device,1.0,low,0,1,2
1318,model9-1,2,4,register customers,register,customers,1.0,low,0,1,2
1319,model9-1,2,3,register defaulting accounts,register,accounts,1.0,low,0,1,2
1320,model3-6,5,8,register the claim in the claims management system,register,claim,1.0,low,0,1,2
1321,model8-2,0,0,report a vacancy to me,report,vacancy,1.0,low,0,1,2
1322,model2-1,33,60,report an sla violation rebate to billing,report,rebate,1.0,low,0,1,2
1323,model8-3,0,1,report the vacancy,report,vacancy,1.0,low,0,1,2
1324,model8-2,3,6,request a correction,request,correction,1.0,low,0,1,2
1325,model9-5,6,10,resubmit the expense report,resubmit,report,1.0,low,0,1,2
1326,model5-2,3,6,return the application to the applicant\/employee,return,application,1.0,low,0,1,2
1327,model6-3,7,15,schedule production to ,schedule,production,1.0,low,0,1,2
1328,model9-1,7,13,send a message,send,message,1.0,low,0,1,2
1329,model9-2,0,0,send a mortgage offer to the customer,send,offer,1.0,low,0,1,2
1330,model7-1,4,4,send a note to the manager,send,note,1.0,low,0,1,2
1331,model5-3,9,20,send a notification,send,notification,1.0,low,0,1,2
1332,model5-3,8,16,send a notification to let what the result was in case,send,notification,1.0,low,0,1,2
1333,model5-3,7,13,send a purchase order,send,order,1.0,low,0,1,2
1334,model3-4,2,2,send a reminder to the claimant,send,reminder,1.0,low,0,1,2
1335,model9-1,4,10,send an alert to the supervisor,send,alert,1.0,low,0,1,2
1336,model6-2,3,3,send an invoice to assembler ag,send,invoice,1.0,low,0,1,2
1337,model2-1,8,13,send detailed problem report to service management,send,report,1.0,low,0,1,2
1338,model6-1,4,9,send docket to the first cost center manager to the list,send,docket,1.0,low,0,1,2
1339,model9-3,3,6,send final schedule to the independent committee members,send,schedule,1.0,low,0,1,2
1340,model2-1,1,1,send list to the customer service department,send,list,1.0,low,0,1,2
1341,model2-1,25,46,send message to resource provisioning,send,message,1.0,low,0,1,2
1342,model2-2,13,20,send out a confirmation document to the customer stating that the switch-over to the new supplier can be executed,send,document,1.0,low,0,1,2
1343,model2-1,30,55,send out report to service management,send,report,1.0,low,0,1,2
1344,model2-1,34,61,send out report to the customer,send,report,1.0,low,0,1,2
1345,model2-2,14,21,send out request,send,request,1.0,low,0,1,2
1346,model2-1,11,18,send out the detailed problem report to resource provisioning,send,report,1.0,low,0,1,2
1347,model2-1,22,42,send out the problem resolution report to customer service,send,report,1.0,low,0,1,2
1348,model2-1,26,48,send out the status report,send,report,1.0,low,0,1,2
1349,model3-1,0,0,send possession request asking a warrant to be released,send,request,1.0,low,0,1,2
1350,model3-6,3,5,send relevant forms to the claimant,send,forms,1.0,low,0,1,2
1351,model3-4,3,3,send so,send,so,1.0,low,0,1,2
1352,model2-1,20,37,send the actual service performance back to the customer service,send,performance,1.0,low,0,1,2
1353,model3-3,3,4,send the claim back to the claims,send,claim,1.0,low,0,1,2
1354,model6-1,11,27,send the copy again to the cost,send,cost,1.0,low,0,1,2
1355,model6-1,4,10,send the copy to the first cost center manager to the list,send,copy,1.0,low,0,1,2
1356,model2-2,25,43,send the final billing based on the meter data to the old supplier,send,billing,1.0,low,0,1,2
1357,model2-2,26,45,send the final billing to the customer,send,billing,1.0,low,0,1,2
1358,model2-1,16,33,send the normal execution notification back to service management,send,notification,1.0,low,0,1,2
1359,model5-1,4,7,send the request to the approver web service,send,request,1.0,low,0,1,2
1360,model9-1,3,7,send to account management,send,,1.0,low,0,1,2
1361,model2-1,16,32,send trouble report back to service management,send,report,1.0,low,0,1,2
1362,model4-1,23,35,store the assignment,store,assignment,1.0,low,0,1,2
1363,model4-1,7,7,store the information in the information system,store,information,1.0,low,0,1,2
1364,model5-2,0,1,submit a vacation request,submit,request,1.0,low,0,1,2
1365,model5-3,0,1,submit an office supply request,submit,request,1.0,low,0,1,2
1366,model8-2,4,8,submit the description again,submit,description,1.0,low,0,1,2
1367,model8-2,2,3,submit the job description,submit,description,1.0,low,0,1,2
1368,model6-3,4,11,transfer the data manually,transfer,data,1.0,low,0,1,2
1369,model2-2,16,24,transmit a response comment,transmit,comment,1.0,low,0,1,2
1370,model2-2,1,2,transmit data to the customer service department,transmit,data,1.0,low,0,1,2
1371,model4-1,35,52,type out tapes,type,tapes,1.0,low,0,1,2
1372,model9-4,4,8,update departmental records,update,records,1.0,low,0,1,2
1373,model9-4,0,3,upload appropriate documents to system,upload,documents,1.0,low,0,1,2
1374,model2-2,9,14,use generated customer object to prepare the contract documents in combination,use,object,1.0,low,0,1,2
1375,model9-2,2,3,write back to decline the mortgage,write,,1.0,low,0,1,2
1376,p118,11,12,receive the logging invoice,receive,invoice,1.0,low,0,1,2
1377,p118,14,15,receive the activity invoice,receive,invoice,1.0,low,0,1,2
1378,p119,0,1,received a claim,received,claim,1.0,low,0,1,2
1379,p139,1,2,send the documents to the hospital administration,send,documents,1.0,low,0,1,2
1380,p150,15,18,send documentses,send,documents,1.0,low,0,1,2
1381,p150,16,20,receive checks,receive,checks,1.0,low,0,1,2
1382,p150,21,28,send the application to the selection committee,send,application,1.0,low,0,1,2
1383,p2,14,14,send the tution bill to the student,send,bill,1.0,low,0,1,2
1384,p2,16,16,receive the bill,receive,bill,1.0,low,0,1,2
1385,p37,7,8,receive the prescription process,receive,process,1.0,low,0,1,2
1386,p38,10,11,send the lodging invoice,send,invoice,1.0,low,0,1,2
1387,p38,11,12,receive the lodging invoice,receive,invoice,1.0,low,0,1,2
1388,p38,13,14,send the airline invoice,send,invoice,1.0,low,0,1,2
1389,p43,1,2,send form,send,form,1.0,low,0,1,2
1390,p43,2,3,receive form ,receive,form,1.0,low,0,1,2
1391,p51,9,10,send the order acceptance confirmation to the one provider,send,confirmation,1.0,low,0,1,2
1392,p95,12,14,receive the meal order,receive,order,1.0,low,0,1,2
1393,p99,9,10,clear the bill,clear,bill,1.0,low,0,1,2
1394,p100,14,15,specify the required quality measures,specify,measures,1.0,low,0,1,2
1395,p126,2,3,specify the budget requirments,specify,requirments,1.0,low,0,1,2
1396,p133,5,7,specify the registration requirments,specify,requirments,1.0,low,0,1,2
1397,p149,2,3,pay for the aptitude test,pay,test,1.0,low,0,1,2
1398,p18,6,6,setups the payroll,setups,payroll,1.0,low,0,1,2
1399,p36,0,1,request a book,request,book,1.0,low,0,1,2
1400,p40,0,1,request an application,request,application,1.0,low,0,1,2
1401,p42,0,1,request a booking,request,booking,1.0,low,0,1,2
1402,p51,0,1,request the quotes,request,quotes,1.0,low,0,1,2
1403,p57,9,9,request order,request,order,1.0,low,0,1,2
1404,p82,0,1,specify a long contract,specify,contract,1.0,low,0,1,2
1405,p95,19,22,pay the bill,pay,bill,1.0,low,0,1,2
1406,p98,6,6,specify the request details,specify,details,1.0,low,0,1,2
1407,p98,7,7,specify the references,specify,references,1.0,low,0,1,2
1408,p98,8,8,specify the urgencey,specify,urgencey,1.0,low,0,1,2
1409,p21,9,8,inform to the cab driver,inform,driver,1.0,low,0,1,2
1410,p139,20,21,conduct the sen notification,conduct,notification,1.0,low,0,1,2
1411,p140,3,3,cancel the birth notification,cancel,notification,1.0,low,0,1,2
1412,p70,6,6,create the claims notification,create,notification,1.0,low,0,1,2
1413,p115,13,13,get the new offer,get,offer,1.0,low,0,1,2
1414,p114,6,7,get the request,get,request,1.0,low,0,1,2
1415,p115,1,1,get the flight booking request,get,request,1.0,low,0,1,2
1416,p117,8,9,get the info,get,info,1.0,low,0,1,2
1417,p125,1,2,get the order request,get,request,1.0,low,0,1,2
1418,p17,4,5,get the authentication,get,authentication,1.0,low,0,1,2
1419,p2,17,19,get the registration,get,registration,1.0,low,0,1,2
1420,p106,4,5,find the pending payment,find,payment,1.0,low,0,1,2
1421,p107,21,21,take the payment,take,payment,1.0,low,0,1,2
1422,p11,12,14,reject the payment,reject,payment,1.0,low,0,1,2
1423,p12,10,11,perform the payments,perform,payments,1.0,low,0,1,2
1424,p58,0,1,make a payment,make,payment,1.0,low,0,1,2
1425,p10,0,1,place a flight reservation order,place,order,1.0,low,0,1,2
1426,p131,0,1,place a service request,place,request,1.0,low,0,1,2
1427,p87,0,1,place an enrollment request,place,request,1.0,low,0,1,2
1428,p1,8,11,modify the ticket,modify,ticket,1.0,low,0,1,2
1429,p1,11,13,send the mail to the support agent,send,mail,1.0,low,0,1,2
1430,p1,14,17,notify to the support agent,notify,agent,1.0,low,0,1,2
1431,p1,15,18,notify to the customer,notify,customer,1.0,low,0,1,2
1432,p10,8,9,receive the flight confirmation,receive,confirmation,1.0,low,0,1,2
1433,p100,5,5,inform the account dept.,inform,dept.,1.0,low,0,1,2
1434,p101,10,10,dept. forwards the order to check,dept.,order,1.0,low,0,1,2
1435,p102,7,8,send the notification to the commitee,send,notification,1.0,low,0,1,2
1436,p102,10,11,request the food item delivery,request,item,1.0,low,0,1,2
1437,p102,12,12,receive the delivery request,receive,request,1.0,low,0,1,2
1438,p102,15,13,send the notification to the supplier,send,notification,1.0,low,0,1,2
1439,p103,14,15,retrieve the destinations,retrieve,destinations,1.0,low,0,1,2
1440,p104,20,16,approve the design,approve,design,1.0,low,0,1,2
1441,p105,0,1,select a product,select,product,1.0,low,0,1,2
1442,p105,1,2,enter the email address,enter,address,1.0,low,0,1,2
1443,p105,2,3,enter the credit card number,enter,number,1.0,low,0,1,2
1444,p105,5,6,retrieve the isbn,retrieve,isbn,1.0,low,0,1,2
1445,p105,18,20,confirm the order,confirm,order,1.0,low,0,1,2
1446,p106,0,1,enter a credit card number,enter,number,1.0,low,0,1,2
1447,p106,7,10,select the shipping type,select,type,1.0,low,0,1,2
1448,p106,9,11,send the order confirmation,send,confirmation,1.0,low,0,1,2
1449,p107,15,16,authenticate the payment,authenticate,payment,1.0,low,0,1,2
1450,p108,6,6,disapprove the rfq,disapprove,rfq,1.0,low,0,1,2
1451,p108,8,8,approve the rfq,approve,rfq,1.0,low,0,1,2
1452,p108,16,15,send the quote response,send,response,1.0,low,0,1,2
1453,p108,17,16,receive the quote response,receive,response,1.0,low,0,1,2
1454,p108,21,20,send the order to the vendor,send,order,1.0,low,0,1,2
1455,p109,1,2,submit the request,submit,request,1.0,low,0,1,2
1456,p109,7,7,receive the acknowledgment,receive,acknowledgment,1.0,low,0,1,2
1457,p109,43,43,submit the signed order,submit,order,1.0,low,0,1,2
1458,p110,10,10,make the terms approval,make,approval,1.0,low,0,1,2
1459,p111,0,1,request a loan,request,loan,1.0,low,0,1,2
1460,p111,1,2,receive the loan request,receive,request,1.0,low,0,1,2
1461,p111,3,4,record the loan request,record,request,1.0,low,0,1,2
1462,p112,0,1,receive a client record,receive,record,1.0,low,0,1,2
1463,p113,1,2,submit the demographics,submit,demographics,1.0,low,0,1,2
1464,p113,11,11,approve the insurance,approve,insurance,1.0,low,0,1,2
1465,p114,7,8,send the required details,send,details,1.0,low,0,1,2
1466,p114,8,9,access the details,access,details,1.0,low,0,1,2
1467,p114,10,12,select the candidate doze,select,candidate,1.0,low,0,1,2
1468,p114,12,14,receive the instruction,receive,instruction,1.0,low,0,1,2
1469,p115,8,8,register the flight,register,flight,1.0,low,0,1,2
1470,p115,15,15,inform the travel agent,inform,agent,1.0,low,0,1,2
1471,p116,0,1,register a ticket claim,register,claim,1.0,low,0,1,2
1472,p116,3,5,edit the level ticket claim,edit,claim,1.0,low,0,1,2
1473,p116,20,24,send the mail to the account manager,send,mail,1.0,low,0,1,2
1474,p12,0,1,request the vacations,request,vacations,1.0,low,0,1,2
1475,p12,6,6,approve the vacation request,approve,request,1.0,low,0,1,2
1476,p120,1,3,submit the insurance claim,submit,claim,1.0,low,0,1,2
1477,p120,10,12,approve the case,approve,case,1.0,low,0,1,2
1478,p121,0,1,starts a registration,starts,registration,1.0,low,0,1,2
1479,p122,0,1,receive a complaint,receive,complaint,1.0,low,0,1,2
1480,p122,2,2,create the incident record,create,record,1.0,low,0,1,2
1481,p122,3,3,categorize the incident,categorize,incident,1.0,low,0,1,2
1482,p122,4,4,prioritize the incident,prioritize,incident,1.0,low,0,1,2
1483,p122,5,5,create the customer complaint,create,complaint,1.0,low,0,1,2
1484,p122,17,22,inform the complainer,inform,complainer,1.0,low,0,1,2
1485,p125,0,1,request an order,request,order,1.0,low,0,1,2
1486,p125,7,7,inform the requirements to the warehouse manager,inform,requirements,1.0,low,0,1,2
1487,p126,0,1,initiate a project,initiate,project,1.0,low,0,1,2
1488,p127,1,2,select the candidates,select,candidates,1.0,low,0,1,2
1489,p127,7,7,notify the hiring manager,notify,manager,1.0,low,0,1,2
1490,p127,9,9,revise the package,revise,package,1.0,low,0,1,2
1491,p127,12,13,receive the offer,receive,offer,1.0,low,0,1,2
1492,p127,17,18,revise the offer,revise,offer,1.0,low,0,1,2
1493,p128,0,1,send a policy request,send,request,1.0,low,0,1,2
1494,p128,1,2,receive the policy request,receive,request,1.0,low,0,1,2
1495,p128,4,5,receive the questionaire,receive,questionaire,1.0,low,0,1,2
1496,p128,6,7,send the response,send,response,1.0,low,0,1,2
1497,p128,7,8,receive the additional information,receive,information,1.0,low,0,1,2
1498,p128,10,11,send the request outcome,send,outcome,1.0,low,0,1,2
1499,p128,11,12,receive the request outcome,receive,outcome,1.0,low,0,1,2
1500,p13,3,3,apply the application,apply,application,1.0,low,0,1,2
1501,p131,6,7,create the account,create,account,1.0,low,0,1,2
1502,p131,14,15,receive the results,receive,results,1.0,low,0,1,2
1503,p132,9,10,allow the break,allow,break,1.0,low,0,1,2
1504,p134,8,8,update the inventory system,update,system,1.0,low,0,1,2
1505,p135,15,17,register the nationality,register,nationality,1.0,low,0,1,2
1506,p135,22,25,inform the resposible persons,inform,persons,1.0,low,0,1,2
1507,p136,5,6,inform the civil court,inform,court,1.0,low,0,1,2
1508,p136,10,13,send the information,send,information,1.0,low,0,1,2
1509,p136,18,21,receive the citizenship decision,receive,decision,1.0,low,0,1,2
1510,p136,19,22,register the citizenship,register,citizenship,1.0,low,0,1,2
1511,p136,26,30,send the birth information to the parents,send,information,1.0,low,0,1,2
1512,p136,29,35,send the request,send,request,1.0,low,0,1,2
1513,p137,8,10,register the child,register,child,1.0,low,0,1,2
1514,p137,25,28,receive the processed information,receive,information,1.0,low,0,1,2
1515,p138,5,6,send the documents to the administration,send,documents,1.0,low,0,1,2
1516,p138,16,15,update the gba,update,gba,1.0,low,0,1,2
1517,p139,7,8,register at the municiplility,register,municiplility,1.0,low,0,1,2
1518,p14,4,2,email the discussion deadline to warn ,email,deadline,1.0,low,0,1,2
1519,p14,5,3,initiate the email discussion,initiate,discussion,1.0,low,0,1,2
1520,p141,2,3,inform the court,inform,court,1.0,low,0,1,2
1521,p141,11,12,approve the data,approve,data,1.0,low,0,1,2
1522,p142,7,8,add the case,add,case,1.0,low,0,1,2
1523,p142,9,11,send the application to the enrollment administration,send,application,1.0,low,0,1,2
1524,p142,21,23,hand over the application to examine board,hand,application,1.0,low,0,1,2
1525,p142,26,27,send the acceptance,send,acceptance,1.0,low,0,1,2
1526,p142,27,28,receive the acceptance,receive,acceptance,1.0,low,0,1,2
1527,p143,2,2,choose the international university,choose,university,1.0,low,0,1,2
1528,p143,4,5,send the international application,send,application,1.0,low,0,1,2
1529,p143,5,7,choose the german university,choose,university,1.0,low,0,1,2
1530,p143,7,10,send german application,send,application,1.0,low,0,1,2
1531,p143,25,33,send the commitment,send,commitment,1.0,low,0,1,2
1532,p143,26,34,receive the commitment,receive,commitment,1.0,low,0,1,2
1533,p144,11,11,send the interview invitation,send,invitation,1.0,low,0,1,2
1534,p144,14,14,select the applicant,select,applicant,1.0,low,0,1,2
1535,p146,0,1,complete to form onlline,complete,form,1.0,low,0,1,2
1536,p146,1,3,receive the online application,receive,application,1.0,low,0,1,2
1537,p146,2,4,allocate the application number,allocate,number,1.0,low,0,1,2
1538,p146,2,5,allocate passwords,allocate,passwords,1.0,low,0,1,2
1539,p146,3,6,receive the number,receive,number,1.0,low,0,1,2
1540,p146,3,7,receive passwords,receive,passwords,1.0,low,0,1,2
1541,p146,7,10,print the international application form,print,form,1.0,low,0,1,2
1542,p146,9,12,print the german application form,print,form,1.0,low,0,1,2
1543,p146,10,14,send the requirements to the secretarial office,send,requirements,1.0,low,0,1,2
1544,p146,17,20,resubmit the application,resubmit,application,1.0,low,0,1,2
1545,p146,19,22,send the documents to the committee,send,documents,1.0,low,0,1,2
1546,p147,43,43,attach the additional requirements,attach,requirements,1.0,low,0,1,2
1547,p148,22,20,confirm the acceptance,confirm,acceptance,1.0,low,0,1,2
1548,p149,1,2,send the online protocol,send,protocol,1.0,low,0,1,2
1549,p15,3,4,send the inquiry,send,inquiry,1.0,low,0,1,2
1550,p15,6,7,send the report to the production branch,send,report,1.0,low,0,1,2
1551,p150,0,1,choose the courses,choose,courses,1.0,low,0,1,2
1552,p150,2,3,choose the response,choose,response,1.0,low,0,1,2
1553,p150,8,8,upload the bachelor degree,upload,degree,1.0,low,0,1,2
1554,p150,9,9,upload the university entrance certificate,upload,certificate,1.0,low,0,1,2
1555,p150,10,10,upload the letter,upload,letter,1.0,low,0,1,2
1556,p150,11,11,upload the cv,upload,cv,1.0,low,0,1,2
1557,p150,12,12,upload the language certificate,upload,certificate,1.0,low,0,1,2
1558,p150,34,43,send the information to the application office,send,information,1.0,low,0,1,2
1559,p150,35,44,update the application system,update,system,1.0,low,0,1,2
1560,p17,0,1,receive a payment,receive,payment,1.0,low,0,1,2
1561,p17,1,2,send the payment,send,payment,1.0,low,0,1,2
1562,p17,2,3,authorize the card payment,authorize,payment,1.0,low,0,1,2
1563,p17,3,4,notify to the supplier,notify,supplier,1.0,low,0,1,2
1564,p2,2,3,retrieve the educational record,retrieve,record,1.0,low,0,1,2
1565,p2,7,7,receive the notice,receive,notice,1.0,low,0,1,2
1566,p2,9,9,resubmit form,resubmit,form,1.0,low,0,1,2
1567,p2,11,11,register the student,register,student,1.0,low,0,1,2
1568,p2,12,12,enroll the student,enroll,student,1.0,low,0,1,2
1569,p2,15,15,send the outcome,send,outcome,1.0,low,0,1,2
1570,p2,16,17,receive registrations,receive,registrations,1.0,low,0,1,2
1571,p21,0,1,request a cab booking,request,booking,1.0,low,0,1,2
1572,p21,6,5,receive the booking details,receive,details,1.0,low,0,1,2
1573,p21,8,7,confirm the booking,confirm,booking,1.0,low,0,1,2
1574,p21,10,9,receive the details,receive,details,1.0,low,0,1,2
1575,p23,4,5,register a black list,register,list,1.0,low,0,1,2
1576,p23,9,8,inform the reason listed,inform,reason,1.0,low,0,1,2
1577,p25,0,1,report a bug,report,bug,1.0,low,0,1,2
1578,p25,6,7,notify the administrator,notify,administrator,1.0,low,0,1,2
1579,p25,7,8,install the new version,install,version,1.0,low,0,1,2
1580,p25,8,9,notify the user,notify,user,1.0,low,0,1,2
1581,p25,10,12,inform the user,inform,user,1.0,low,0,1,2
1582,p25,11,14,use the application,use,application,1.0,low,0,1,2
1583,p26,1,2,take the manager approval,take,approval,1.0,low,0,1,2
1584,p26,2,3,receive the approved voucher,receive,voucher,1.0,low,0,1,2
1585,p28,0,1,submit a project,submit,project,1.0,low,0,1,2
1586,p28,1,2,receive the project,receive,project,1.0,low,0,1,2
1587,p28,8,9,resubmit the project,resubmit,project,1.0,low,0,1,2
1588,p29,0,1,request a new license,request,license,1.0,low,0,1,2
1589,p29,2,3,receive the new licence application,receive,application,1.0,low,0,1,2
1590,p30,6,6,require the quotation,require,quotation,1.0,low,0,1,2
1591,p31,6,9,create the customer account,create,account,1.0,low,0,1,2
1592,p33,3,3,input the order data into the erp system,input,data,1.0,low,0,1,2
1593,p33,11,12,print the shipping label,print,label,1.0,low,0,1,2
1594,p34,0,1,advertise a job,advertise,job,1.0,low,0,1,2
1595,p34,2,3,apply the required job,apply,job,1.0,low,0,1,2
1596,p34,4,5,submit the challan form,submit,form,1.0,low,0,1,2
1597,p34,7,8,receive the job application,receive,application,1.0,low,0,1,2
1598,p34,15,15,submit the employment form,submit,form,1.0,low,0,1,2
