textid,sentenceID,activityID,Activity,resource,object,gsClass
p140,19,20,finish the process,hospital administration,Resource - [the] process,3
p141,23,24,finish the process,administration,Resource - [the] process,3
p142,32,33,finish the process,applicant,Resource - [the] process,3
p143,27,35,finish the process,applicant,Resource - [the] process,3
p144,17,17,finish the process,applicant,Resource - [the] process,3
p145,0,0,start process with a decision,applicant,,3
p146,36,39,finish the process,applicant,Resource - [the] process,3
p147,46,47,finish the process,applicant,Resource - [the] process,3
p148,24,23,finish the process,applicant,Resource - [the] process,3
p149,14,13,finish the process,university administration,Resource - [the] process,3
p15,14,15,finish the process,,Resource - [the] process,3
p150,36,45,finish the process,applicant,Resource - [the] process,3
p16,14,16,finish the process,customer,Resource - [the] process,3
p17,6,7,finish the process,supplier,Resource - [the] process,3
p18,10,10,finish the process,hiring manager,Resource - [the] process,3
p19,13,12,finish the process,customer,Resource - [the] process,3
p2,18,20,finish the process,student,Resource - [the] process,3
p20,10,10,finish the process,manager,Resource - [the] process,3
p21,15,14,finish the process,traveling agent,Resource - [the] process,3
p22,21,25,finish the process,customer,Resource - [the] process,3
p23,11,11,finish the process,loan granting co,Resource - [the] process,3
p24,8,10,finish the process,,Resource - [the] process,3
p25,12,15,finish the process,user,Resource - [the] process,3
p26,8,11,finish the process,sales department,Resource - [the] process,3
p27,8,9,finish the process,shopkeeper,Resource - [the] process,3
p28,12,14,finish the process,developer,Resource - [the] process,3
p29,10,11,finish the process,person,Resource - [the] process,3
p3,12,15,finish the process,customer,Resource - [the] process,3
p30,17,16,finish the process,sales person,Resource - [the] process,3
p31,10,13,finish the process,customer,Resource - [the] process,3
p32,8,9,finish the process,repairing person,Resource - [the] process,3
p33,13,13,finish the process,customer,Resource - [the] process,3
p34,16,16,finish the process,candidate,Resource - [the] process,3
p35,16,15,finish the process,department,Resource - [the] process,3
p36,12,12,finish the process,borrower,Resource - [the] process,3
p37,10,12,finish the process,receptionist,Resource - [the] process,3
p38,16,17,finish the process,bank,Resource - [the] process,3
p39,13,16,finish the process,customer,Resource - [the] process,3
p40,15,16,finish the process,customer,Resource - [the] process,3
p41,10,11,finish the process,student,Resource - [the] process,3
p42,14,13,finish the process,customer,Resource - [the] process,3
p43,9,10,finish the process,trainee,Resource - [the] process,3
p44,14,14,finish the process,smart cell,Resource - [the] process,3
p45,9,10,finish the process,seller,Resource - [the] process,3
p46,11,13,finish the process,level support,Resource - [the] process,3
p47,12,12,finish the process,customer,Resource - [the] process,3
p48,5,7,create the generic user id,sponsor,Actor - [the] [generic] user [id],3
p48,9,12,finish the process,sponsor,Resource - [the] process,3
p49,8,10,finish the process,order accounting department,Resource - [the] process,3
p50,12,13,finish the process,,Resource - [the] process,3
p51,10,11,finish the process,purchaser,Resource - [the] process,3
p52,12,16,finish the process,logistic manager,Resource - [the] process,3
p53,15,18,finish the process,information cell,Resource - [the] process,3
p54,14,17,finish the process,retailer,Resource - [the] process,3
p55,14,12,finish the process,business unit manager,Resource - [the] process,3
p56,12,12,finish the process,customer,Resource - [the] process,3
p57,15,17,finish the process,retailer,Resource - [the] process,3
p58,14,15,close the process,buyer,Resource - [the] process,3
p58,15,16,finish the process,buyer,Resource - [the] process,3
p59,8,10,finish the process,,Resource - [the] process,3
p6,9,10,finish the process,storekeeper,Resource - [the] process,3
p60,10,12,finish the process,business organization,Resource - [the] process,3
p61,10,8,finish the process,shipping department,Resource - [the] process,3
p62,12,14,finish the process,customer,Resource - [the] process,3
p63,14,15,finish the process,election cell,Resource - [the] process,3
p64,8,8,finish the process,originator,Resource - [the] process,3
p65,9,10,finish the process,wholesaler,Resource - [the] process,3
p66,15,18,finish the process,employee,Resource - [the] process,3
p67,11,11,finish the process,employee,Resource - [the] process,3
p68,11,11,finish the process,doctor,Resource - [the] process,3
p69,12,14,finish the process,student,Resource - [the] process,3
p7,22,21,finish the process,customer,Resource - [the] process,3
p70,8,9,finish the process,customer,Resource - [the] process,3
p71,10,11,finish the process,company,Resource - [the] process,3
p72,8,10,finish the process,employee,Resource - [the] process,3
p73,12,14,finish the process,customer,Resource - [the] process,3
p74,17,21,finish the process,customer,Resource - [the] process,3
p75,5,7,send the error message,open mms relay,Resource - [the] [error] message,3
p75,15,18,finish the process,open mms relay,Resource - [the] process,3
p76,10,10,finish the process,employee,Resource - [the] process,3
p77,3,4,generate the purchase order form,customer,Meta-Actor - [the] [purchase order] form,3
p77,11,11,generate the sales invoice form,customer,Meta-Actor - [the] [sales invoice] form,3
p77,12,12,generate the goods delivery note,customer,Resource - [the] [goods delivery] note,3
p77,15,15,finish the process,customer,Resource - [the] process,3
p78,15,23,finish the process,student,Resource - [the] process,3
p79,10,12,finish the process,customer,Resource - [the] process,3
p8,13,14,trigger the order,department,Meta-Actor - [the] order,3
p8,15,16,finish the process,department,Resource - [the] process,3
p80,10,11,finish the process,employee,Resource - [the] process,3
p81,17,19,finish the process,salesman,Resource - [the] process,3
p82,21,21,finish the process,accountant,Resource - [the] process,3
p83,19,22,finish the process,salesman,Resource - [the] process,3
p84,10,11,finish the process,assassin,Resource - [the] process,3
p85,12,13,finish the process,customer,Resource - [the] process,3
p86,18,18,finish the process,customer,Resource - [the] process,3
p87,8,8,complete the process,customer,Resource - [the] processing,3
p87,13,13,finish the process,customer,Resource - [the] process,3
p88,15,16,finish the process,excise department,Resource - [the] process,3
p89,11,11,finish the process,inventory manager,Resource - [the] process,3
p9,13,13,finish the process,customer,Resource - [the] process,3
p90,22,23,finish the process,customer,Resource - [the] process,3
p91,12,14,finish the process,inventory department,Resource - [the] process,3
p92,13,15,complete the process,bank 1,Resource - [the] processing,3
p92,14,16,finish the process,bank 1,Resource - [the] process,3
p93,21,27,finish the process,domain registration team,Resource - [the] process,3
p94,11,12,update the database,user,Resource - [the] database,3
p94,14,16,finish the process,user,Resource - [the] process,3
p95,20,23,finish the process,customer,Resource - [the] process,3
p96,21,19,finish the process,customer,Resource - [the] process,3
p97,17,23,finish the process,production manager,Resource - [the] process,3
p98,21,20,finish the process,person,Resource - [the] process,3
p99,17,18,finish the process,production manager,Resource - [the] process,3
p74,7,9,automate the request to confirm,customer,Resource - [the] request,3
p91,6,7,find the quality,inventory department,Resource - [the] quality,?
p85,11,12,complete the item,customer,Resource - [the] item,?
p68,9,10,perform send,doctor,Resource - send,?
p93,10,13,design others,domain registration team,Resource - others,?
p144,0,1,apply an online,applicant,Resource - [an] online,?
p148,0,1,apply an online,applicant,Resource - [an] online,?
p149,0,1,apply an online,university administration,Resource - [an] online,?
p80,8,9,record ,employee,,?
p90,8,9,check to available for the production,customer,,?
p122,7,7,assign the medium to the complaint,complaint receiver,Meta-Actor - [the] medium,?
p130,1,4,prepare cores,expert,Actor - cores,?
p132,12,14,return the back to home,worker,Actor - [the] back,?
p135,4,5,check the nationality to has which,hospital administration,Resource - the,?
p150,13,14,print the out,applicant,Resource - [the] out,?
p33,8,8,bring from warehouse,customer,,?
p10,4,5,check subsequently,customer,Resource - the,?
p53,8,11,get the guest,information cell,Actor - [the] guest,?
p110,2,3,order the entry,customer,Resource - [the] entry,?
p43,0,1,fill to form ,trainee,,?
p104,19,15,make the changes,analyst,Resource - [the] changes,?
p109,2,3,work the order,customer,Meta-Actor - [the] order,?
p109,28,28,check the in-house,customer,Resource - [the] in-house,?
p48,0,1,place an account request form,sponsor,Meta-Actor - [an] [account request] form,?
p1,0,0,begin ,customer,,?
p1,0,1,arrive at the ticket office,customer,,?
p1,1,2,register ,customer,,?
p1,1,3,complain ,customer,,?
p1,3,5,subsequently ,customer,,?
p1,5,8,solve ,customer,,?
p1,6,9,send the customer to the support system,customer,Actor - [the] customer,?
p1,12,15,ticket ,customer,,?
p1,12,16,change ,customer,,?
p10,0,0,begin ,customer,,?
p10,3,4,subsequently ,customer,,?
p10,7,8,co the flight,customer,Meta-Actor - [the] flight,?
p10,10,11,conduct ,customer,,?
p10,10,12,receive ,customer,,?
p100,0,0,begin ,,,?
p100,4,4,dept. the goods receipt,,Resource - [the] [goods] receipt,?
p100,6,6,find to not appropriate ,,,?
p100,8,7,complain ,,,?
p100,9,9,complain ,,,?
p101,0,0,begin ,worker,,?
p101,14,15,was and be ,worker,,?
p102,0,0,begin ,food supplier,,?
p102,6,7,find to available ,food supplier,,?
p102,21,17,is the cafe,food supplier,Resource - [the] cafe,?
p102,23,20,is the cafe,food supplier,Resource - [the] cafe,?
p103,0,0,begin ,manufacturer,,?
p103,9,9,can be not fulfil the order,manufacturer,Meta-Actor - [the] order,?
p103,13,13,find ,manufacturer,,?
p103,16,16,conduct the destination code to ,manufacturer,Resource - [the] [destination] code,?
p103,17,17,conduct ,manufacturer,,?
p103,17,18,does not the destination code does not exist ,manufacturer,,?
p103,19,20,is the shipment,manufacturer,Resource - [the] shipment,?
p103,20,22,dept. the products,manufacturer,Resource - [the] products,?
p103,21,23,once ,manufacturer,,?
p104,0,0,begin when the req,analyst,,?
p104,2,2,requirments to the spec,analyst,,?
p104,4,3,spec ,analyst,,?
p104,8,6,spec ,analyst,,?
p104,10,8,spec ,analyst,,?
p104,12,10,spec ,analyst,,?
p104,21,17,once is the design analyst,analyst,Actor - [the] [design] analyst,?
p104,22,18,implem ,analyst,,?
p104,24,20,implem ,analyst,,?
p104,26,22,implem ,analyst,,?
p104,28,24,implem ,analyst,,?
